id,purpose,postCode,regionCode,dti,delinquency_2s,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,CreditLine
27163,6,524.0,20,11.06,0,765,769,8,0,0.0,3031,17.8,13,0,0,2400
27164,0,408.0,14,20.18,2,680,684,4,0,0.0,595,33.1,10,1,0,6660
27165,4,408.0,14,17.79,0,695,699,7,0,0.0,17396,63.7,20,0,0,5010
27166,3,126.0,38,1.9,1,665,669,10,1,1.0,6015,48.5,26,0,0,11490
27167,4,134.0,8,21.47,0,750,754,5,0,0.0,9216,29.0,12,0,0,3150
27168,0,194.0,38,30.96,0,680,684,12,0,0.0,11572,31.0,49,0,0,8070
27169,0,214.0,41,28.02,1,670,674,9,0,0.0,30892,95.3,25,0,0,4560
27170,0,32.0,21,17.03,0,705,709,14,0,0.0,7968,25.1,24,0,0,14220
27171,0,167.0,8,20.75,0,700,704,22,0,0.0,12660,22.7,31,0,0,4380
27172,3,99.0,8,22.54,0,690,694,4,0,0.0,2219,96.5,17,0,0,3720
27173,0,303.0,9,18.81,0,720,724,10,1,1.0,7432,30.8,24,0,0,3270
27174,2,19.0,14,5.45,0,675,679,10,2,1.0,10018,47.0,26,1,0,10590
27175,4,108.0,21,22.44,0,725,729,13,0,0.0,13358,45.0,29,1,0,5280
27176,0,548.0,36,13.51,0,710,714,10,0,0.0,23783,75.0,21,1,0,8010
27177,2,44.0,26,9.06,0,665,669,10,0,0.0,5464,66.6,15,1,0,3150
27178,0,277.0,8,12.87,0,670,674,6,0,0.0,7494,83.3,11,1,0,2370
27179,2,90.0,21,19.17,0,715,719,17,1,1.0,18430,31.8,21,0,0,2580
27180,0,112.0,23,9.36,0,670,674,19,0,0.0,22165,40.6,31,1,0,7320
27181,0,255.0,9,33.11,0,740,744,13,0,0.0,29070,65.0,22,1,0,3870
27182,0,238.0,22,21.21,0,700,704,9,0,0.0,6693,32.5,10,0,0,1950
27183,0,44.0,26,14.53,0,770,774,16,0,0.0,29694,34.8,36,0,0,5820
27184,8,385.0,8,28.22,0,725,729,16,1,0.0,14627,32.8,20,0,0,3060
27185,0,167.0,8,13.28,0,665,669,16,1,0.0,2009,27.5,25,0,0,7230
27186,2,188.0,23,20.06,0,705,709,26,0,0.0,30744,61.4,65,0,0,6210
27187,0,45.0,21,5.73,0,705,709,11,0,0.0,10104,28.6,14,0,0,1740
27188,0,38.0,21,12.29,0,680,684,3,0,0.0,4297,50.6,6,0,0,2040
27189,5,629.0,20,7.39,0,690,694,3,0,0.0,5097,52.0,9,1,0,2220
27190,5,232.0,13,4.7,0,735,739,3,0,0.0,2036,19.2,4,0,0,1260
27191,0,50.0,13,9.11,0,695,699,10,0,0.0,8129,57.2,17,0,0,4080
27192,6,309.0,30,9.16,0,680,684,8,0,0.0,28310,75.5,17,1,0,3390
27193,0,345.0,20,22.08,0,685,689,6,0,0.0,5580,50.7,11,0,0,4710
27194,0,368.0,3,3.3,0,660,664,23,0,0.0,11103,50.9,28,1,0,4020
27195,2,392.0,32,31.31,0,675,679,10,1,1.0,263,14.6,16,1,0,4560
27196,0,369.0,21,14.07,0,660,664,13,0,0.0,8855,55.3,20,0,0,4170
27197,0,72.0,10,12.41,0,680,684,9,1,0.0,8224,68.0,33,0,0,6000
27198,2,89.0,3,16.69,0,705,709,8,0,0.0,9271,50.4,18,0,0,4410
27199,0,679.0,19,23.08,0,700,704,8,0,0.0,8296,53.5,9,0,0,3240
27200,2,240.0,21,6.59,0,760,764,9,0,0.0,9774,29.8,17,0,0,8310
27201,2,347.0,14,7.57,0,660,664,12,1,1.0,1457,8.5,37,1,0,7650
27202,0,27.0,12,20.06,0,675,679,13,0,0.0,20752,42.0,26,0,0,5700
27203,4,230.0,2,13.2,0,775,779,12,0,0.0,47215,62.9,27,0,0,11490
27204,0,130.0,33,18.82,0,695,699,13,0,0.0,9977,49.9,21,1,0,7890
27205,4,475.0,37,34.89,0,665,669,10,0,0.0,5448,42.9,32,0,0,5730
27206,0,139.0,8,12.91,0,660,664,10,1,1.0,10410,68.1,20,0,0,6660
27207,0,115.0,8,19.61,0,665,669,7,0,0.0,15294,86.4,12,1,0,5190
27208,3,34.0,18,23.68,1,690,694,15,0,0.0,8100,26.1,34,1,0,14310
27209,0,593.0,38,19.23,0,750,754,12,0,0.0,15207,41.7,26,0,0,9540
27210,0,235.0,8,31.28,1,660,664,21,1,1.0,16561,70.5,48,1,0,4680
27211,4,97.0,12,7.9,0,695,699,10,0,0.0,4175,42.2,15,1,0,3660
27212,0,326.0,17,27.05,0,720,724,11,0,0.0,15593,49.3,32,0,0,4500
27213,0,167.0,8,23.21,0,670,674,13,1,1.0,14357,66.5,37,0,0,6600
27214,4,653.0,44,35.34,0,700,704,24,0,0.0,7582,24.5,49,0,0,4350
27215,0,335.0,8,20.1,0,730,734,14,0,0.0,103095,45.5,26,0,0,5220
27216,4,516.0,9,18.61,0,675,679,8,0,0.0,17897,77.8,16,0,0,4350
27217,4,214.0,41,22.72,0,705,709,5,0,0.0,8553,83.9,10,0,0,5100
27218,0,2.0,2,9.08,2,670,674,15,0,0.0,17323,74.7,25,1,0,10770
27219,0,235.0,8,18.28,0,665,669,8,0,0.0,13769,66.2,18,0,0,3990
27220,9,26.0,18,6.88,1,700,704,6,1,1.0,1454,13.7,11,1,0,5280
27221,5,124.0,13,19.88,0,700,704,3,0,0.0,4988,62.4,3,0,0,1230
27222,0,785.0,38,34.86,0,665,669,8,0,0.0,19344,82.7,19,0,0,6390
27223,4,495.0,14,36.69,0,665,669,13,0,0.0,37301,91.4,22,1,0,3330
27224,0,204.0,24,24.78,0,695,699,13,0,0.0,15688,17.2,21,0,0,1530
27225,0,391.0,0,17.0,1,660,664,7,0,0.0,4496,69.2,10,0,0,1560
27226,5,74.0,30,19.39,0,765,769,9,0,0.0,16513,37.9,14,1,0,13920
27227,5,370.0,13,13.24,1,700,704,19,0,0.0,17306,44.3,39,0,0,6870
27228,0,347.0,14,26.94,1,670,674,11,0,0.0,12008,87.0,23,1,0,3900
27229,4,489.0,30,6.32,1,670,674,8,0,0.0,16910,84.5,19,1,0,9720
27230,4,51.0,13,9.05,1,705,709,12,0,0.0,21275,33.9,26,0,0,5970
27231,0,534.0,14,31.48,0,700,704,8,0,0.0,3752,57.7,41,1,0,3930
27232,0,532.0,27,20.12,1,670,674,10,0,0.0,33038,87.9,21,1,0,5340
27233,0,71.0,9,17.63,0,715,719,11,0,0.0,18808,57.3,16,1,0,8670
27234,0,597.0,11,24.69,0,670,674,13,1,1.0,25139,60.9,24,1,0,4800
27235,0,394.0,35,11.47,0,720,724,8,0,0.0,11395,31.6,31,0,0,14820
27236,4,248.0,11,17.52,0,710,714,14,0,0.0,17718,31.9,29,0,0,7080
27237,5,176.0,3,15.81,0,680,684,4,1,0.0,763,25.4,7,1,0,4470
27238,10,57.0,9,10.73,0,690,694,20,0,0.0,14638,45.2,26,1,0,2700
27239,5,139.0,8,21.91,0,730,734,12,0,0.0,7843,30.0,24,0,0,4290
27240,0,29.0,19,27.85,0,675,679,17,0,0.0,21887,63.6,35,0,0,7440
27241,0,817.0,43,22.85,1,705,709,10,0,0.0,5498,29.1,35,0,0,5880
27242,2,215.0,8,13.5,0,660,664,9,1,1.0,25761,78.8,24,0,0,4830
27243,4,265.0,7,22.4,0,685,689,15,0,0.0,18762,50.6,22,1,0,5100
27244,0,706.0,16,61.81,1,665,669,9,0,0.0,17390,99.9,35,1,1,5040
27245,0,108.0,21,14.2,2,705,709,10,0,0.0,1585,12.1,13,0,0,6930
27246,0,628.0,24,23.93,0,675,679,7,0,0.0,19496,78.3,31,0,0,5370
27247,0,301.0,21,23.2,0,675,679,7,2,1.0,1202,8.7,13,0,0,6420
27248,0,167.0,8,30.09,0,705,709,8,0,0.0,15774,71.1,20,0,0,3030
27249,0,778.0,2,16.18,0,675,679,8,1,1.0,4584,75.1,28,0,0,6420
27250,0,17.0,13,8.68,1,685,689,8,0,0.0,14137,72.5,16,1,0,4650
27251,0,466.0,36,34.54,0,725,729,15,0,0.0,4133,18.4,29,1,0,6360
27252,0,27.0,12,7.45,0,670,674,11,0,0.0,30990,55.1,18,1,0,7170
27253,9,19.0,14,31.62,2,660,664,8,0,0.0,5313,59.0,20,0,0,4800
27254,3,543.0,13,25.52,1,700,704,7,0,0.0,4363,46.4,13,0,0,2010
27255,5,62.0,13,25.99,2,665,669,18,0,0.0,58385,83.9,34,0,0,8220
27256,4,23.0,9,13.83,0,685,689,13,0,0.0,46297,56.2,42,0,0,7140
27257,0,49.0,12,6.99,0,660,664,4,0,0.0,8425,93.6,16,0,0,4470
27258,0,751.0,16,6.83,0,750,754,8,0,0.0,4115,31.4,24,1,0,7380
27259,4,134.0,8,11.69,0,670,674,12,1,1.0,4969,22.9,34,0,0,6150
27260,3,221.0,8,14.65,1,670,674,5,0,0.0,12884,79.0,16,1,0,5910
27261,0,129.0,30,19.71,0,695,699,27,0,0.0,9397,57.7,47,0,0,15360
27262,4,149.0,22,23.08,0,700,704,10,0,0.0,23547,77.2,41,1,0,5610
27263,2,616.0,0,16.52,2,670,674,9,0,0.0,8955,58.1,36,1,0,6840
27264,2,5.0,4,3.74,0,660,664,9,2,2.0,5814,17.4,35,0,0,8310
27265,4,137.0,32,27.47,0,690,694,10,0,0.0,11650,58.5,25,0,0,9480
27266,0,253.0,21,26.71,0,665,669,4,1,0.0,547,15.6,8,1,0,5190
27267,5,535.0,17,26.84,1,660,664,6,0,0.0,2736,31.4,17,1,0,7860
27268,0,389.0,8,16.58,0,725,729,12,0,0.0,25389,87.5,18,0,0,6600
27269,8,273.0,8,11.72,0,680,684,7,0,0.0,13904,61.3,14,1,0,3090
27270,0,305.0,15,2.99,1,675,679,12,0,0.0,6959,41.9,32,0,0,5640
27271,0,363.0,43,45.76,0,700,704,17,0,0.0,54661,71.3,43,0,1,8310
27272,0,92.0,18,8.14,0,660,664,5,0,0.0,10459,78.6,13,0,0,3510
27273,4,21.0,13,5.03,1,680,684,8,0,0.0,6151,42.4,19,0,0,6180
27274,9,48.0,10,22.57,0,795,799,9,0,0.0,120870,12.5,19,0,0,12750
27275,0,644.0,26,22.95,0,660,664,21,1,1.0,6375,36.4,55,0,0,8310
27276,0,4.0,3,20.78,0,740,744,6,0,0.0,3137,12.2,8,1,0,1890
27277,0,405.0,2,21.15,0,670,674,15,1,1.0,27981,59.4,32,0,0,5460
27278,4,124.0,13,9.51,2,670,674,8,0,0.0,3099,32.6,16,0,0,3180
27279,0,235.0,8,22.3,0,690,694,16,0,0.0,11083,51.1,23,0,0,5700
27280,4,206.0,9,8.57,0,750,754,11,0,0.0,22690,36.2,19,0,0,7410
27281,0,150.0,30,22.81,2,705,709,31,0,0.0,15314,26.5,77,0,0,11310
27282,4,124.0,13,4.54,0,695,699,11,0,0.0,11651,44.1,16,0,0,4830
27283,0,616.0,0,16.49,0,710,714,14,0,0.0,24266,54.2,36,0,0,5280
27284,0,66.0,14,25.75,0,695,699,9,0,0.0,20861,51.1,15,0,0,1410
27285,0,560.0,44,32.55,0,710,714,10,0,0.0,20849,78.1,20,0,0,6600
27286,4,500.0,27,31.34,0,710,714,8,0,0.0,27062,65.5,26,1,0,5550
27287,0,297.0,18,12.35,0,720,724,8,0,0.0,27763,76.7,12,0,0,3000
27288,0,324.0,10,13.64,1,705,709,9,0,0.0,7916,29.8,16,1,0,3570
27289,0,512.0,21,26.03,1,665,669,9,1,1.0,11538,52.0,26,0,0,6390
27290,2,121.0,14,1.7,0,740,744,9,0,0.0,6572,11.6,12,0,0,3420
27291,0,453.0,14,39.66,0,680,684,10,0,0.0,37119,94.5,29,1,0,9330
27292,4,33.0,22,31.07,0,695,699,9,2,1.0,7709,53.5,10,1,0,2250
27293,3,619.0,11,17.42,1,690,694,21,0,0.0,9317,20.0,55,0,0,9870
27294,0,797.0,14,20.57,0,675,679,15,1,1.0,17647,60.0,33,0,0,4050
27295,0,492.0,36,23.44,1,670,674,23,1,0.0,109029,97.4,47,1,0,6690
27296,0,630.0,0,22.11,0,700,704,35,0,0.0,954,1.0,53,1,0,2220
27297,0,171.0,8,27.06,0,700,704,10,0,0.0,17463,66.1,43,1,0,4560
27298,4,242.0,8,9.38,0,670,674,5,0,0.0,5774,86.5,5,1,0,1710
27299,4,553.0,27,20.05,0,705,709,9,0,0.0,16368,66.3,12,0,0,5640
27300,4,49.0,12,21.67,0,665,669,13,0,0.0,22269,65.7,32,1,0,4440
27301,2,387.0,19,26.73,0,675,679,24,1,1.0,14443,54.5,77,0,0,7200
27302,0,91.0,7,22.96,0,695,699,26,0,0.0,11908,34.8,40,0,0,4200
27303,0,32.0,21,16.93,0,665,669,11,1,0.0,5842,48.3,20,1,0,8700
27304,0,62.0,13,16.32,1,675,679,7,0,0.0,3378,96.5,19,1,0,5310
27305,4,787.0,14,4.95,0,715,719,5,0,0.0,15835,34.5,11,0,0,10740
27306,4,41.0,25,22.15,0,710,714,8,0,0.0,23894,49.5,28,1,0,3840
27307,4,31.0,2,14.37,0,695,699,13,0,0.0,15315,49.1,25,1,0,5010
27308,0,479.0,8,15.78,0,670,674,10,2,0.0,11547,42.9,28,0,0,10710
27309,0,412.0,13,10.81,0,820,824,12,0,0.0,5219,1.0,29,0,0,7380
27310,5,653.0,44,14.28,0,690,694,7,0,0.0,8623,43.6,15,0,0,3810
27311,0,29.0,19,16.88,0,660,664,10,0,0.0,21992,66.6,24,0,0,6960
27312,5,31.0,2,11.82,0,775,779,14,0,0.0,3631,7.9,25,1,0,2460
27313,4,378.0,39,20.78,0,720,724,7,0,0.0,22226,66.5,13,0,0,4020
27314,2,731.0,0,15.24,0,665,669,8,0,0.0,6964,63.9,31,0,0,6030
27315,0,267.0,27,31.45,0,710,714,18,0,0.0,12019,38.8,25,0,0,3780
27316,8,320.0,13,31.62,0,720,724,6,0,0.0,12746,47.2,15,0,0,1680
27317,4,17.0,13,31.44,0,690,694,11,0,0.0,25454,51.1,29,1,0,6960
27318,4,370.0,13,8.55,2,665,669,12,0,0.0,9140,56.8,27,1,0,4710
27319,0,76.0,26,34.37,0,730,734,16,0,0.0,4337,12.1,25,1,0,12510
27320,0,306.0,26,34.55,0,680,684,11,0,0.0,26586,88.0,28,1,0,6270
27321,0,162.0,2,19.08,2,675,679,15,0,0.0,9408,63.1,32,0,0,3750
27322,0,305.0,15,14.27,0,700,704,10,0,0.0,14300,31.8,12,1,0,9090
27323,0,427.0,21,26.92,0,660,664,4,0,0.0,3584,77.9,8,0,0,3600
27324,0,426.0,0,30.43,0,665,669,10,0,0.0,6740,63.0,25,0,0,4650
27325,0,230.0,2,12.12,0,680,684,11,0,0.0,21266,90.9,14,1,0,3090
27326,4,194.0,38,18.54,1,700,704,8,0,0.0,5447,18.7,8,1,0,2610
27327,0,618.0,46,27.0,4,685,689,25,0,0.0,13036,28.3,42,1,0,4440
27328,0,397.0,35,22.2,0,660,664,16,0,0.0,8405,82.4,18,1,0,2370
27329,2,412.0,13,7.76,1,680,684,16,0,0.0,178188,54.9,56,1,0,9990
27330,0,95.0,13,14.11,1,690,694,12,0,0.0,3938,22.2,20,1,0,7800
27331,6,99.0,8,7.31,0,725,729,7,0,0.0,3330,27.5,12,1,0,2040
27332,0,134.0,8,7.42,1,665,669,5,0,0.0,19639,55.6,16,0,0,8310
27333,0,498.0,32,29.05,0,685,689,17,0,0.0,34721,77.3,44,0,0,4530
27334,0,3.0,0,23.38,0,690,694,15,0,0.0,825,58.9,30,0,0,5670
27335,4,507.0,19,23.23,0,775,779,10,0,0.0,3618,18.6,30,1,0,3540
27336,4,232.0,13,8.02,0,700,704,9,0,0.0,4407,29.8,10,1,0,4890
27337,0,31.0,2,26.27,0,740,744,9,0,0.0,4159,46.7,17,0,0,5550
27338,0,301.0,21,18.51,1,665,669,14,0,0.0,4048,48.2,31,0,0,8100
27339,4,51.0,13,25.83,0,680,684,11,0,0.0,2628,62.6,48,1,0,3000
27340,10,23.0,9,17.36,0,660,664,20,0,0.0,7019,80.0,22,0,0,7380
27341,4,247.0,32,20.58,0,680,684,7,0,0.0,13602,43.5,23,0,0,3270
27342,0,106.0,12,19.87,1,685,689,11,0,0.0,16414,60.6,21,1,0,3930
27343,1,692.0,9,19.67,0,735,739,9,0,0.0,22738,45.9,22,1,0,4890
27344,0,531.0,14,19.08,0,755,759,9,0,0.0,8088,43.3,17,1,0,6210
27345,4,508.0,2,34.34,1,695,699,17,0,0.0,31887,45.4,29,0,0,7470
27346,0,5.0,4,26.51,2,675,679,9,0,0.0,18015,72.0,21,1,0,9030
27347,10,138.0,0,0.52,0,830,834,10,0,0.0,927,1.2,14,1,0,7650
27348,0,310.0,24,8.4,0,785,789,7,0,0.0,5868,16.8,24,0,0,3900
27349,0,186.0,9,13.49,1,695,699,13,0,0.0,8110,54.4,32,1,0,9210
27350,4,414.0,0,11.88,0,675,679,6,0,0.0,7102,59.2,16,0,0,3570
27351,0,19.0,14,10.45,1,660,664,10,0,0.0,7460,58.7,31,0,0,3900
27352,7,141.0,13,9.36,0,665,669,16,0,0.0,3379,96.5,31,0,0,3690
27353,0,590.0,8,19.31,2,695,699,27,0,0.0,28318,24.0,34,1,0,5640
27354,0,131.0,6,19.76,2,705,709,14,0,0.0,21169,57.8,26,1,0,11370
27355,4,484.0,21,19.67,0,700,704,16,0,0.0,30151,62.3,38,0,0,6300
27356,0,265.0,7,33.79,0,750,754,12,0,0.0,42416,44.6,30,0,0,13560
27357,0,276.0,20,26.16,0,665,669,20,1,0.0,19533,50.7,26,0,0,5490
27358,0,4.0,3,18.36,0,735,739,13,0,0.0,25289,53.2,20,0,0,5370
27359,0,70.0,32,17.14,0,700,704,8,0,0.0,1888,9.1,12,1,0,4230
27360,4,447.0,30,11.99,0,710,714,8,0,0.0,21289,31.5,19,1,0,8520
27361,0,51.0,13,12.38,0,675,679,9,0,0.0,7026,81.7,32,1,0,4140
27362,4,640.0,17,15.75,0,700,704,8,0,0.0,13024,44.8,15,1,0,3570
27363,0,271.0,35,19.74,0,700,704,14,0,0.0,48649,61.9,31,0,0,13860
27364,0,176.0,3,26.74,0,705,709,14,0,0.0,38846,48.1,31,0,0,9690
27365,0,143.0,8,12.69,0,725,729,11,1,1.0,2959,9.8,20,0,0,10590
27366,4,185.0,3,13.8,0,695,699,9,0,0.0,27308,70.0,12,1,0,2730
27367,0,149.0,22,18.99,0,660,664,7,0,0.0,9865,88.1,14,0,0,4350
27368,7,19.0,14,7.11,0,660,664,9,2,2.0,2993,23.8,34,1,0,4530
27369,0,146.0,23,22.17,0,760,764,13,0,0.0,20035,24.8,16,0,0,7740
27370,3,38.0,21,21.01,0,760,764,17,0,0.0,7674,11.8,32,0,0,5340
27371,0,171.0,8,16.48,1,675,679,12,0,0.0,10940,84.2,18,0,0,5220
27372,0,4.0,3,18.72,0,715,719,20,1,0.0,16567,63.7,30,0,0,6120
27373,0,37.0,23,20.46,0,705,709,12,0,0.0,22664,53.8,33,1,0,6300
27374,0,304.0,8,16.47,0,720,724,8,0,0.0,4573,29.5,27,1,0,2460
27375,9,14.0,11,20.65,0,720,724,9,0,0.0,5745,70.1,14,0,0,3420
27376,4,800.0,1,22.43,0,685,689,16,1,1.0,15276,66.1,25,1,0,5880
27377,0,86.0,35,14.45,0,705,709,5,0,0.0,13640,68.2,6,1,0,18300
27378,4,104.0,23,16.07,0,775,779,15,0,0.0,1203,8.6,38,1,0,5430
27379,3,186.0,9,13.9,0,680,684,16,1,0.0,53947,80.6,31,0,0,7410
27380,4,570.0,43,18.04,0,715,719,4,0,0.0,10682,54.8,30,0,0,6990
27381,0,264.0,30,22.76,0,665,669,15,0,0.0,13167,64.9,24,1,0,5880
27382,5,84.0,19,33.12,0,675,679,5,1,1.0,2703,65.9,11,1,0,3960
27383,4,230.0,2,22.76,0,730,734,9,0,0.0,29524,81.6,24,1,0,8580
27384,4,548.0,36,17.78,0,695,699,3,0,0.0,4429,96.3,3,0,0,2490
27385,0,194.0,38,7.92,0,670,674,4,0,0.0,7456,102.1,23,0,1,3030
27386,0,263.0,0,10.8,0,665,669,5,0,0.0,5109,85.1,9,1,0,1590
27387,0,185.0,3,11.3,0,690,694,4,2,0.0,1797,56.2,20,1,0,9720
27388,0,534.0,14,9.48,0,740,744,12,0,0.0,18405,41.3,45,0,0,8490
27389,0,111.0,8,7.86,1,680,684,6,0,0.0,3481,71.0,16,0,0,14730
27390,4,222.0,12,24.89,0,725,729,8,0,0.0,16622,53.6,33,0,0,4290
27391,5,539.0,42,21.86,1,665,669,27,0,0.0,6879,19.0,42,0,0,3870
27392,4,131.0,6,14.89,0,710,714,7,0,0.0,37823,81.2,19,1,0,5970
27393,2,272.0,0,11.26,0,755,759,7,0,0.0,13096,30.3,11,0,0,9270
27394,0,51.0,13,12.41,0,690,694,11,0,0.0,3242,22.4,12,0,0,3960
27395,4,51.0,13,32.33,0,675,679,20,0,0.0,22448,66.0,27,0,0,6810
27396,0,274.0,8,6.91,0,705,709,5,0,0.0,960,11.0,12,0,0,3750
27397,0,337.0,14,23.46,0,725,729,8,0,0.0,3563,41.0,33,1,0,3960
27398,0,94.0,27,9.12,0,665,669,6,1,1.0,2300,51.1,31,0,0,15390
27399,2,459.0,8,8.18,0,700,704,16,0,0.0,182172,48.0,33,1,0,7710
27400,0,72.0,10,20.01,2,665,669,11,0,0.0,28257,72.5,37,0,0,11400
27401,4,143.0,8,10.64,0,660,664,5,0,0.0,20235,40.1,9,1,0,5070
27402,0,301.0,21,13.4,1,735,739,9,0,0.0,19318,28.1,16,0,0,7710
27403,0,157.0,8,15.96,0,685,689,10,0,0.0,12611,47.1,18,1,0,5580
27404,0,141.0,13,23.13,2,670,674,11,0,0.0,9326,66.6,20,0,0,5880
27405,5,204.0,24,25.93,0,705,709,12,0,0.0,15531,90.0,16,0,0,10140
27406,0,339.0,26,21.68,0,710,714,20,0,0.0,154826,48.0,49,1,0,8040
27407,0,490.0,44,17.75,0,710,714,9,0,0.0,33105,92.5,20,0,0,5010
27408,0,228.0,24,29.69,0,670,674,13,0,0.0,27360,86.0,38,1,0,6990
27409,1,640.0,17,15.92,0,675,679,11,1,1.0,55662,86.4,33,0,0,7080
27410,4,62.0,13,11.49,0,775,779,14,0,0.0,7640,20.2,19,0,0,7350
27411,4,815.0,39,27.22,0,705,709,9,0,0.0,11727,73.3,13,0,0,4410
27412,8,167.0,8,24.2,0,710,714,4,0,0.0,915,30.5,5,0,0,1800
27413,7,171.0,8,16.73,0,660,664,13,1,1.0,5594,48.2,27,1,0,4440
27414,0,97.0,12,18.15,0,715,719,7,0,0.0,3270,68.1,13,1,0,1740
27415,0,238.0,22,22.39,0,695,699,12,0,0.0,20007,50.7,36,1,0,5910
27416,4,389.0,8,11.36,0,725,729,5,0,0.0,5116,51.7,11,1,0,7770
27417,0,157.0,8,23.04,0,685,689,7,0,0.0,5566,58.0,14,0,0,11670
27418,2,505.0,10,18.8,0,695,699,9,0,0.0,13286,47.8,15,1,0,6030
27419,4,219.0,21,23.88,0,785,789,16,0,0.0,9609,11.9,34,1,0,6150
27420,0,625.0,13,12.61,0,670,674,6,0,0.0,19347,96.7,13,0,0,5520
27421,3,713.0,44,21.54,0,730,734,13,0,0.0,10481,35.1,26,0,0,4440
27422,2,245.0,26,5.83,0,695,699,5,0,0.0,15661,56.0,9,0,0,1770
27423,9,97.0,12,7.12,0,670,674,3,0,0.0,0,0.0,13,1,0,6420
27424,0,167.0,8,22.07,0,660,664,24,0,0.0,14595,47.2,28,0,0,2550
27425,2,409.0,11,11.27,0,760,764,5,0,0.0,455,2.1,8,0,0,3690
27426,4,275.0,8,20.23,0,680,684,10,0,0.0,8290,54.9,15,1,0,4530
27427,0,738.0,24,15.41,0,690,694,12,1,1.0,9240,70.0,28,1,0,4410
27428,0,152.0,14,28.99,0,710,714,16,0,0.0,31068,71.3,29,1,0,8820
27429,0,143.0,8,8.7,1,710,714,7,0,0.0,6834,33.8,16,0,0,9000
27430,5,19.0,14,6.96,0,715,719,4,0,0.0,1228,30.7,5,0,0,3540
27431,0,430.0,7,16.78,0,700,704,8,0,0.0,21279,76.5,10,1,0,12630
27432,3,215.0,8,10.45,0,660,664,12,1,1.0,14,0.2,39,0,0,6000
27433,0,36.0,13,23.37,0,665,669,8,0,0.0,6696,48.5,22,0,0,4710
27434,0,203.0,30,19.04,3,690,694,15,0,0.0,16579,29.2,53,1,0,7410
27435,0,19.0,14,31.9,0,680,684,12,0,0.0,23973,70.1,18,0,0,5040
27436,0,143.0,8,1.23,0,745,749,4,0,0.0,3387,43.4,5,0,0,1260
27437,4,251.0,8,12.52,0,750,754,4,0,0.0,10334,39.4,10,0,0,3840
27438,0,607.0,14,10.61,1,670,674,14,0,0.0,5301,16.7,32,1,0,2550
27439,0,104.0,23,2.19,1,665,669,5,0,0.0,7689,55.7,9,0,0,3090
27440,5,167.0,8,9.81,0,740,744,8,0,0.0,4968,19.5,11,0,0,1950
27441,10,514.0,13,20.34,0,730,734,2,0,0.0,228,9.9,3,1,0,1890
27442,5,167.0,8,28.95,0,700,704,13,0,0.0,8344,37.9,16,1,0,3150
27443,0,338.0,4,15.93,0,675,679,12,0,0.0,11673,91.2,27,0,0,6240
27444,4,519.0,9,24.89,0,725,729,16,0,0.0,54672,69.0,43,0,0,9180
27445,0,129.0,30,30.47,1,705,709,9,0,0.0,14324,81.9,25,0,0,4890
27446,4,555.0,37,9.2,0,690,694,6,0,0.0,6682,63.6,6,0,0,1350
27447,4,38.0,21,14.11,0,670,674,5,1,0.0,3953,51.3,6,1,0,1530
27448,0,51.0,13,9.77,0,725,729,10,0,0.0,19559,32.3,15,0,0,8190
27449,0,220.0,20,26.38,0,690,694,15,0,0.0,8535,72.3,21,1,0,3240
27450,0,140.0,8,25.54,0,710,714,10,0,0.0,36869,89.1,33,1,0,6240
27451,4,798.0,42,18.22,0,695,699,6,0,0.0,11287,40.5,21,0,0,5370
27452,0,286.0,16,9.95,0,725,729,7,1,0.0,5447,16.9,47,0,0,4470
27453,0,177.0,26,18.21,0,705,709,11,0,0.0,15182,99.6,28,1,0,9990
27454,4,612.0,7,18.69,0,685,689,14,0,0.0,17120,63.6,33,0,0,4830
27455,0,131.0,6,26.31,0,710,714,10,0,0.0,11229,26.9,46,0,0,5730
27456,4,304.0,8,19.1,1,675,679,17,0,0.0,36802,72.7,31,0,0,15840
27457,4,161.0,14,24.7,0,735,739,16,0,0.0,42207,78.2,22,0,0,9120
27458,0,184.0,26,17.65,0,705,709,7,0,0.0,28364,63.6,21,0,0,5400
27459,8,32.0,21,14.47,0,665,669,16,0,0.0,13653,51.5,31,1,0,4020
27460,4,32.0,21,15.82,0,665,669,8,0,0.0,4543,39.9,10,1,0,1920
27461,5,731.0,0,2.1,0,660,664,10,1,1.0,641,4.1,30,1,0,7170
27462,0,74.0,30,12.53,0,700,704,15,0,0.0,13971,51.9,32,0,0,6630
27463,0,451.0,36,12.77,0,675,679,16,1,1.0,41275,72.5,30,1,0,5220
27464,4,500.0,27,3.86,0,685,689,16,0,0.0,13157,42.3,65,0,0,4920
27465,0,566.0,30,11.88,0,670,674,7,1,1.0,5037,59.3,25,1,0,8820
27466,0,166.0,8,11.99,0,775,779,13,0,0.0,6431,10.6,33,0,0,6000
27467,0,147.0,26,7.18,0,710,714,8,0,0.0,12525,77.3,20,0,0,8340
27468,5,17.0,13,19.76,2,665,669,6,0,0.0,10797,83.1,10,0,0,10200
27469,7,339.0,26,21.03,0,690,694,17,0,0.0,14124,38.2,34,1,0,3540
27470,8,306.0,26,21.17,0,670,674,7,0,0.0,4119,77.7,12,1,0,3780
27471,0,168.0,22,9.85,0,660,664,5,0,0.0,11754,63.2,22,0,0,5730
