id,loanAmnt,term,interestRate,installment,grade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,y
28211,8000,3,7.99,250.66,1,2225.0,6.0,2,32000.0,0,0
28212,1450,3,9.99,46.79,2,34756.0,3.0,0,44000.0,1,0
28213,4000,3,9.76,128.62,2,344533.0,2.0,1,42000.0,2,1
28214,6000,5,15.88,145.53,3,288668.0,2.0,1,45000.0,2,0
28215,25850,5,25.83,771.37,7,131757.0,10.0,0,105000.0,1,0
28216,5000,3,14.08,171.09,3,28906.0,5.0,0,55000.0,1,0
28217,4800,3,16.55,170.07,4,24499.0,7.0,0,55000.0,2,0
28218,9000,3,11.22,295.59,2,14326.0,0.0,1,75000.0,2,0
28219,18000,5,24.5,523.07,6,282606.0,6.0,1,100000.0,1,0
28220,16000,3,12.62,536.18,3,6053.0,3.0,0,54456.0,2,0
28221,23000,3,16.29,811.91,4,30162.0,10.0,1,50000.0,0,0
28222,24000,3,11.99,797.03,3,54.0,0.0,1,115032.0,1,0
28223,6000,3,11.49,197.83,2,4083.0,10.0,0,78000.0,1,1
28224,15000,3,12.69,503.18,3,2364.0,10.0,2,52000.0,2,0
28225,12000,3,7.59,373.78,1,353261.0,3.0,0,95000.0,0,0
28226,25000,5,20.0,662.35,4,1294.0,3.0,1,90000.0,1,1
28227,8500,3,7.89,265.93,1,74758.0,10.0,2,28000.0,2,0
28228,14400,5,15.61,347.21,3,212056.0,0.0,1,145000.0,2,0
28229,8000,3,5.32,240.92,1,2213.0,5.0,1,80000.0,1,0
28230,6500,3,9.17,207.22,2,6562.0,8.0,1,45000.0,1,0
28231,25000,3,15.31,870.44,3,19.0,5.0,0,113940.0,1,0
28232,10000,3,9.67,321.13,2,515.0,7.0,0,48000.0,0,0
28233,10000,3,7.26,309.97,1,1391.0,5.0,2,125000.0,1,0
28234,32000,3,11.47,1054.78,2,158855.0,1.0,0,105000.0,2,0
28235,10000,3,7.49,311.02,1,54.0,0.0,2,50000.0,2,0
28236,10950,3,16.55,387.95,4,32176.0,5.0,0,75000.0,0,1
28237,18000,3,15.61,629.37,4,151.0,10.0,1,80000.0,1,0
28238,10000,3,6.62,307.04,1,54.0,0.0,2,55700.0,2,0
28239,10000,3,8.19,314.25,1,11296.0,10.0,0,40000.0,0,0
28240,35000,3,8.18,1099.69,2,405.0,10.0,0,148400.0,2,0
28241,14000,5,19.52,367.19,5,95923.0,10.0,0,80000.0,0,1
28242,35000,3,12.85,1176.77,2,13.0,10.0,0,160000.0,2,0
28243,9800,3,12.74,328.98,3,393.0,10.0,0,37232.0,0,0
28244,9650,3,13.18,325.99,3,110.0,4.0,1,60000.0,1,0
28245,1000,3,11.49,32.98,2,54.0,0.0,0,19000.0,2,1
28246,16800,3,16.02,590.81,3,43155.0,7.0,0,44000.0,2,0
28247,15000,3,13.33,507.8,3,87.0,10.0,1,52000.0,1,0
28248,12000,3,12.29,400.24,3,86024.0,3.0,1,60000.0,1,1
28249,3000,3,14.49,103.25,3,54.0,0.0,2,46800.0,0,0
28250,20000,5,19.52,524.56,5,42509.0,8.0,0,52000.0,1,0
28251,13200,3,7.24,409.03,1,374560.0,1.0,1,72000.0,1,0
28252,3200,3,15.61,111.89,3,939.0,3.0,1,135000.0,2,0
28253,4000,3,15.61,139.86,4,74022.0,7.0,0,50000.0,0,0
28254,35000,5,26.3,1054.15,5,141603.0,10.0,0,95000.0,1,0
28255,6025,3,11.39,198.37,2,279.0,2.0,1,30000.0,1,0
28256,11000,3,10.75,358.83,2,5643.0,0.0,1,115000.0,1,0
28257,1450,3,19.19,53.3,5,32.0,9.0,0,24000.0,1,0
28258,25000,5,12.12,557.63,2,220511.0,8.0,0,130000.0,2,0
28259,5000,3,6.39,153.0,1,808.0,7.0,0,34000.0,0,0
28260,10000,3,16.29,353.01,4,26527.0,3.0,0,43000.0,0,0
28261,1000,3,16.99,35.65,4,8823.0,10.0,2,74000.0,2,0
28262,30000,3,10.99,982.02,2,42620.0,8.0,0,85613.0,2,1
28263,40000,5,19.99,1059.54,4,885.0,0.0,0,145000.0,2,0
28264,9525,3,8.19,299.32,1,9458.0,9.0,2,69000.0,1,0
28265,38000,3,9.44,1216.19,2,1796.0,10.0,0,76000.0,1,0
28266,12000,3,12.42,400.99,2,220550.0,5.0,1,62400.0,0,0
28267,22250,3,20.49,832.46,5,304859.0,10.0,0,50000.0,2,0
28268,17000,3,13.35,575.67,3,2798.0,2.0,0,75000.0,0,0
28269,15000,3,18.75,547.95,4,300276.0,7.0,1,49000.0,0,0
28270,20000,3,7.89,625.72,1,1047.0,4.0,0,54000.0,0,0
28271,19750,5,16.2,482.39,3,1004.0,1.0,0,45200.0,2,1
28272,14000,3,12.69,469.63,2,221463.0,2.0,1,60000.0,0,0
28273,25000,5,21.45,682.68,4,64877.0,9.0,0,150000.0,1,1
28274,16500,3,16.59,584.91,4,207381.0,4.0,2,60000.0,1,0
28275,12000,5,16.29,293.67,4,38.0,10.0,0,48000.0,2,0
28276,7800,3,9.49,249.83,2,3689.0,9.0,0,70000.0,1,0
28277,5000,3,14.65,172.48,3,2065.0,5.0,1,85000.0,1,0
28278,18000,3,11.44,593.06,2,55.0,4.0,0,98400.0,1,0
28279,8000,3,8.18,251.36,2,7414.0,3.0,1,53000.0,1,0
28280,12000,3,15.99,421.83,3,302.0,1.0,1,42000.0,2,0
28281,7950,3,14.16,272.34,3,54.0,0.0,1,27100.0,1,1
28282,13825,5,21.99,381.76,6,67.0,3.0,1,48000.0,1,1
28283,15000,3,8.39,472.75,1,190631.0,0.0,0,45000.0,0,0
28284,12000,3,22.91,463.96,5,364749.0,10.0,1,75000.0,1,0
28285,8000,3,13.33,270.83,3,84907.0,3.0,1,25190.0,1,0
28286,8600,3,10.75,280.54,2,923.0,8.0,1,60000.0,1,0
28287,15000,3,13.99,512.6,3,115145.0,10.0,1,120000.0,0,0
28288,20000,3,5.32,602.3,1,7431.0,3.0,1,85000.0,0,0
28289,10000,3,7.35,310.38,1,117288.0,0.0,1,40000.0,0,0
28290,20000,5,13.35,458.66,3,26358.0,9.0,1,77000.0,1,0
28291,20000,3,14.49,688.33,3,181846.0,10.0,0,56000.0,1,0
28292,4000,3,8.24,125.79,2,1697.0,10.0,0,72000.0,0,0
28293,1200,3,13.49,40.72,3,361936.0,2.0,1,30000.0,1,0
28294,21175,3,14.65,730.42,3,666.0,10.0,1,90888.0,2,0
28295,4000,3,10.99,130.94,2,2023.0,1.0,1,42000.0,0,0
28296,15000,5,15.61,361.67,4,857.0,3.0,0,70000.0,1,0
28297,2400,3,7.89,75.09,1,1129.0,2.0,0,75000.0,0,0
28298,40000,3,6.99,1234.91,1,190749.0,10.0,0,220000.0,2,0
28299,8000,3,12.69,268.36,3,403.0,9.0,0,50000.0,0,0
28300,10000,3,7.91,312.95,1,170071.0,3.0,1,30000.0,1,0
28301,25000,3,5.32,752.87,1,1777.0,1.0,0,81000.0,1,0
28302,25000,3,7.99,783.3,1,361689.0,10.0,0,60000.0,0,0
28303,12000,5,18.55,308.33,5,58183.0,10.0,0,50000.0,2,0
28304,15000,3,15.31,522.26,3,54.0,0.0,0,84000.0,2,0
28305,8975,3,18.49,326.68,4,295442.0,6.0,1,27000.0,1,0
28306,20000,3,10.99,654.68,2,358344.0,1.0,2,125000.0,1,0
28307,7600,3,15.88,266.75,3,287170.0,0.0,0,31000.0,1,0
28308,28000,5,19.99,741.68,5,10672.0,8.0,0,77000.0,1,0
28309,20000,3,7.35,620.75,1,482.0,10.0,2,150000.0,0,0
28310,1600,3,11.53,52.79,2,59515.0,10.0,0,43500.0,1,0
28311,29000,3,24.85,1150.74,5,3689.0,10.0,2,58000.0,1,0
28312,30000,3,18.25,1088.34,4,2170.0,7.0,1,72325.09,1,0
28313,21000,5,26.57,635.86,6,38.0,8.0,0,68390.0,1,0
28314,25000,5,16.2,610.62,3,54.0,0.0,0,72000.0,2,0
28315,13000,3,11.99,431.73,3,9597.0,1.0,1,168000.0,2,0
28316,19400,3,21.49,735.79,4,27447.0,4.0,0,52000.0,1,0
28317,24000,3,7.49,746.44,1,230226.0,10.0,2,80256.0,2,0
28318,7800,3,10.99,255.33,2,33524.0,10.0,0,85000.0,0,0
28319,35000,5,18.55,899.28,4,269354.0,2.0,0,178000.0,2,0
28320,24000,3,7.49,746.44,1,19.0,10.0,0,122000.0,1,0
28321,15000,5,11.99,333.6,3,57.0,3.0,1,62000.0,0,0
28322,25000,3,12.74,839.23,3,84093.0,4.0,2,123000.0,1,0
28323,18600,3,16.29,656.59,4,182.0,1.0,0,70000.0,1,1
28324,16000,5,20.2,425.69,5,148560.0,10.0,0,95000.0,2,0
28325,5000,3,13.56,169.83,3,2.0,2.0,1,59754.0,0,0
28326,7000,3,15.59,244.69,3,2783.0,6.0,0,39000.0,2,1
28327,25000,5,8.18,509.07,2,4163.0,0.0,1,80500.0,0,0
28328,20000,5,12.69,451.9,3,3551.0,9.0,1,50000.0,1,1
28329,20000,3,17.27,715.75,4,7027.0,8.0,1,45000.0,2,0
28330,15000,3,10.75,489.31,2,6918.0,8.0,0,48000.0,2,0
28331,12000,3,11.53,395.89,2,45374.0,10.0,1,52000.0,2,1
28332,10000,3,15.59,349.55,3,22.0,10.0,1,48000.0,1,0
28333,5000,3,16.49,177.0,4,1812.0,4.0,0,64000.0,0,0
28334,30175,5,17.86,763.96,4,30965.0,0.0,0,86000.0,2,0
28335,11000,3,6.49,337.09,1,27177.0,8.0,2,37000.0,0,0
28336,20000,3,9.99,645.25,2,24645.0,4.0,1,78000.0,2,0
28337,15500,5,12.12,345.73,2,299151.0,8.0,0,85000.0,2,0
28338,12000,3,6.24,366.37,1,755.0,2.0,0,40000.0,0,0
28339,35000,3,15.99,1230.33,3,97.0,10.0,1,89500.0,2,1
28340,24575,3,16.02,864.23,3,87800.0,10.0,0,82725.0,2,0
28341,10000,3,19.99,371.59,5,205902.0,10.0,0,52000.0,0,1
28342,20000,3,6.03,608.72,1,12322.0,6.0,0,69000.0,1,0
28343,9000,3,5.31,271.0,1,199.0,2.0,1,75000.0,1,0
28344,8000,3,6.49,245.16,1,132.0,10.0,2,75000.0,1,0
28345,7000,3,8.99,222.57,2,35557.0,10.0,0,44000.0,0,0
28346,8000,3,10.99,261.88,2,385.0,2.0,0,48000.0,0,0
28347,35000,3,6.72,1076.23,1,7728.0,3.0,0,75000.0,2,0
28348,10000,5,22.15,277.05,5,191449.0,2.0,1,83739.24,1,1
28349,16000,3,10.99,523.75,2,797.0,10.0,0,70000.0,1,0
28350,8500,3,13.99,290.47,3,79853.0,2.0,1,30000.0,0,0
28351,5000,3,10.99,163.67,2,138084.0,4.0,0,45000.0,2,1
28352,6000,3,10.99,196.41,2,38.0,9.0,2,56000.0,0,0
28353,10000,3,13.33,338.54,3,72160.0,2.0,1,50000.0,1,0
28354,3000,3,17.09,107.1,4,109041.0,10.0,0,75000.0,0,0
28355,5000,3,7.99,156.66,1,360575.0,4.0,2,30000.0,2,0
28356,10000,3,11.99,332.1,2,2831.0,2.0,1,70000.0,0,0
28357,25000,5,12.74,565.51,3,1187.0,2.0,1,78000.0,1,0
28358,6050,3,17.09,215.98,4,54.0,0.0,1,20200.0,2,0
28359,6500,3,13.66,221.09,3,54.0,0.0,1,37313.16,2,0
28360,35000,3,11.99,1162.34,2,54.0,10.0,0,225000.0,2,0
28361,15000,5,16.29,367.09,4,279.0,8.0,0,52000.0,0,0
28362,12000,3,10.99,392.81,2,857.0,3.0,1,45500.0,0,0
28363,8000,3,11.14,262.45,2,315182.0,7.0,0,145000.0,2,0
28364,20000,3,9.93,644.69,2,4891.0,10.0,2,97000.0,0,0
28365,17125,5,16.59,421.84,4,307.0,10.0,0,65000.0,0,1
28366,12000,3,13.99,410.08,3,27975.0,0.0,1,50000.0,1,0
28367,2500,3,15.61,87.42,4,1871.0,10.0,0,84000.0,2,0
28368,12000,5,15.61,289.34,4,2546.0,6.0,0,45000.0,1,1
28369,13000,3,6.97,401.23,1,1558.0,2.0,1,61000.0,2,0
28370,30000,5,14.49,705.7,3,24724.0,4.0,0,120000.0,1,1
28371,20000,3,13.67,680.36,3,112350.0,3.0,0,90000.0,2,0
28372,7200,3,5.32,216.83,1,54.0,0.0,0,82000.0,0,0
28373,10575,3,15.88,371.16,3,287415.0,10.0,1,45000.0,1,0
28374,7500,3,13.99,256.3,3,103.0,8.0,0,54000.0,2,0
28375,15000,5,13.33,343.84,3,974.0,9.0,1,75000.0,0,1
28376,5000,3,11.99,166.05,2,54.0,0.0,1,55000.0,1,0
28377,13000,3,12.69,436.09,3,2364.0,2.0,1,35000.0,2,1
28378,5200,3,9.16,165.75,2,3093.0,10.0,0,89835.0,1,0
28379,17000,3,10.49,552.47,2,3694.0,9.0,1,75000.0,2,0
28380,32000,5,13.49,736.16,3,236.0,10.0,2,135000.0,2,1
28381,18000,5,16.29,440.51,4,54.0,0.0,0,45500.0,2,0
28382,10000,3,7.21,309.74,1,2678.0,1.0,1,52000.0,0,0
28383,5600,3,6.03,170.44,1,186959.0,10.0,0,120000.0,0,0
28384,5000,3,7.07,154.55,1,20370.0,0.0,1,26000.0,0,0
28385,18000,3,11.14,590.5,2,310147.0,3.0,1,105000.0,0,0
28386,15000,3,8.99,476.93,2,188.0,10.0,0,75000.0,0,0
28387,25000,3,5.32,752.87,1,48.0,10.0,1,200000.0,2,0
28388,4000,3,15.31,139.27,3,324215.0,0.0,1,53000.0,0,0
28389,12000,5,10.99,260.85,2,48382.0,2.0,1,48000.0,0,0
28390,10000,3,16.02,351.67,3,141361.0,4.0,0,37500.0,1,0
28391,12500,3,14.99,433.26,3,246.0,6.0,1,25000.0,1,0
28392,18000,3,12.12,598.89,2,245143.0,10.0,0,110000.0,2,0
28393,16000,5,15.41,384.1,4,405.0,2.0,2,75000.0,1,0
28394,15000,5,8.18,305.44,2,59806.0,10.0,0,38000.0,0,0
28395,10000,3,10.75,326.21,2,32.0,1.0,1,58000.0,1,0
28396,40000,5,7.89,808.96,1,2017.0,2.0,0,210000.0,2,0
28397,24000,5,13.99,558.32,3,25890.0,2.0,1,150000.0,0,0
28398,10000,3,6.49,306.45,1,49497.0,8.0,2,53136.0,1,0
28399,28000,3,11.99,929.87,3,54.0,0.0,2,79200.0,1,1
28400,12000,3,5.32,361.38,1,250482.0,1.0,1,56000.0,1,0
28401,8875,3,12.62,297.42,3,121567.0,0.0,1,25400.0,0,0
28402,30000,3,15.22,1043.2,3,219488.0,2.0,0,80000.0,2,1
28403,5000,3,15.99,175.77,3,144848.0,6.0,0,99472.25,1,0
28404,1200,3,21.15,45.31,5,241382.0,1.0,1,24000.0,0,0
28405,13850,3,13.99,473.3,3,132.0,10.0,0,45000.0,1,0
28406,32575,5,19.99,862.86,5,101.0,10.0,0,87000.0,1,0
28407,3000,3,20.99,113.01,5,1509.0,10.0,0,69000.0,1,0
28408,8500,3,15.59,297.12,3,20.0,4.0,1,48216.0,2,0
28409,10000,5,16.02,243.29,3,6185.0,6.0,0,75000.0,1,0
28410,4000,3,9.17,127.52,2,54.0,0.0,2,70464.0,0,0
28411,13200,3,12.99,444.7,3,3727.0,4.0,0,90813.0,2,0
28412,35000,5,15.49,841.68,3,153.0,3.0,0,65000.0,0,0
28413,20000,5,12.99,454.96,3,948.0,1.0,1,60000.0,0,1
28414,13725,3,15.61,479.9,4,18543.0,3.0,0,31200.0,1,0
28415,15000,3,17.1,535.54,3,54.0,10.0,0,120000.0,1,1
28416,30000,3,12.99,1010.68,3,126479.0,2.0,1,205000.0,1,0
28417,3300,3,8.18,103.69,2,32098.0,2.0,1,48000.0,0,0
28418,29000,3,7.49,901.95,1,108607.0,10.0,2,93000.0,1,0
28419,5000,3,9.75,160.75,2,31249.0,10.0,0,48000.0,1,1
28420,2000,3,8.9,63.51,1,346710.0,2.0,1,40600.0,1,0
28421,4500,3,11.55,148.5,2,132.0,5.0,1,56260.0,0,0
28422,10000,3,8.59,316.1,1,62.0,0.0,1,76000.0,1,0
28423,7500,5,11.11,163.48,2,234253.0,2.0,1,21840.0,1,0
28424,18000,3,11.67,595.03,2,6747.0,10.0,0,68000.0,0,0
28425,14400,5,17.57,362.31,4,56131.0,2.0,2,55000.0,2,0
28426,14400,5,14.99,342.5,3,1525.0,10.0,0,95000.0,0,1
28427,25000,5,13.35,573.32,3,218898.0,10.0,0,92000.0,2,0
28428,7000,3,6.89,215.79,1,26454.0,1.0,1,58843.0,0,0
28429,3000,3,15.05,104.07,3,54.0,0.0,0,38600.0,0,0
28430,6000,3,16.99,213.89,4,54.0,0.0,2,25080.0,0,1
28431,7000,3,13.99,239.21,3,54.0,0.0,1,55000.0,2,1
28432,13500,3,8.19,424.23,1,105201.0,1.0,1,36000.0,1,0
28433,12375,3,13.53,420.13,2,103164.0,9.0,1,51450.0,0,0
28434,30000,5,15.31,718.59,3,220975.0,9.0,0,122000.0,2,0
28435,2500,3,10.49,81.25,2,199.0,3.0,0,74000.0,1,0
28436,1500,3,18.85,54.88,4,54.0,0.0,1,9480.0,2,0
28437,9950,3,14.99,344.88,3,1069.0,10.0,2,50000.0,1,1
28438,13950,5,16.29,341.4,4,190361.0,2.0,1,48500.0,1,0
28439,8000,3,12.79,268.75,3,115420.0,10.0,1,80000.0,2,0
28440,9600,3,11.39,316.07,2,955.0,7.0,0,79000.0,2,0
28441,6500,3,8.99,206.67,2,360384.0,10.0,1,60000.0,0,0
28442,25000,3,10.91,817.41,2,364533.0,0.0,1,175000.0,0,0
28443,5500,3,7.26,170.48,1,54.0,3.0,1,100000.0,0,0
28444,7300,3,8.9,231.8,1,7033.0,8.0,1,52000.0,0,0
28445,7700,3,16.99,274.49,4,161.0,2.0,1,99800.0,1,0
28446,4000,3,18.45,145.52,4,216168.0,10.0,1,63500.0,1,0
28447,5350,3,13.67,182.0,3,193.0,10.0,0,220000.0,1,0
28448,40000,3,7.89,1251.43,1,16378.0,10.0,0,96720.0,2,0
28449,18000,3,18.25,653.01,5,1430.0,0.0,1,75000.0,2,0
28450,31500,5,14.85,746.91,3,167497.0,3.0,0,128000.0,2,0
28451,35000,3,18.99,1282.79,4,48731.0,10.0,0,144000.0,2,0
28452,12000,3,15.31,417.81,3,634.0,6.0,1,51500.0,0,0
28453,19000,3,14.46,653.63,3,162194.0,3.0,0,60000.0,1,0
28454,24700,5,25.82,736.9,5,1193.0,2.0,1,149000.0,1,1
28455,16000,3,10.99,523.75,2,60962.0,3.0,1,85000.0,1,0
28456,6300,3,10.49,204.74,2,83088.0,7.0,0,53200.0,1,0
28457,5000,3,14.64,172.45,3,346.0,1.0,0,60000.0,0,0
28458,20000,3,17.09,713.96,4,38028.0,6.0,1,64000.0,0,0
28459,3375,3,9.67,108.38,2,258565.0,10.0,0,48000.0,2,0
28460,33950,5,20.99,918.28,5,180925.0,10.0,0,68000.0,2,0
28461,12000,3,5.42,348.35,1,228881.0,2.0,1,36000.0,1,1
28462,6000,3,11.99,199.26,2,122130.0,10.0,0,40000.0,2,1
28463,2000,3,19.03,73.35,4,755.0,6.0,0,56000.0,2,0
28464,12000,3,13.99,410.08,3,10646.0,2.0,0,100008.0,0,0
28465,14475,3,13.11,488.49,2,325698.0,10.0,0,94000.0,0,0
28466,24000,3,12.49,802.78,2,26759.0,9.0,0,98000.0,1,0
28467,3000,3,17.56,107.8,4,270404.0,10.0,0,45000.0,0,1
28468,11500,3,10.99,376.46,2,241138.0,5.0,0,34000.0,1,0
28469,20000,3,16.99,712.96,4,318.0,6.0,1,52000.0,2,0
28470,2800,3,13.99,95.69,3,54.0,0.0,2,49092.0,0,0
28471,12000,3,7.69,374.33,1,2017.0,2.0,1,72000.0,0,0
28472,12000,3,8.39,378.2,1,32.0,10.0,0,50000.0,2,0
28473,6000,3,10.99,196.41,2,56714.0,4.0,1,99400.0,0,0
28474,4800,5,21.6,131.49,5,286959.0,8.0,1,42000.0,1,1
28475,16000,3,10.41,519.37,2,218296.0,10.0,0,160000.0,1,0
28476,4000,3,11.71,132.31,2,220086.0,5.0,0,37620.0,0,0
28477,24700,5,21.99,682.05,5,14527.0,4.0,0,77362.0,2,1
28478,24000,5,17.99,609.32,4,15385.0,10.0,0,107500.0,2,1
28479,1000,3,19.99,37.16,4,54.0,0.0,1,9072.12,2,0
28480,21200,3,14.09,725.5,2,306361.0,3.0,1,102000.0,2,0
28481,20000,3,7.96,626.36,1,153.0,10.0,2,90000.0,1,1
28482,32200,3,22.35,1235.58,5,22921.0,10.0,1,70000.0,1,1
28483,20375,3,24.08,800.23,6,287446.0,3.0,2,75000.0,2,0
28484,25000,3,6.62,767.6,1,431.0,10.0,0,103000.0,1,0
28485,20400,3,13.18,689.13,3,11163.0,2.0,0,67000.0,1,0
28486,11200,5,19.99,296.67,5,162300.0,10.0,1,95000.0,1,0
28487,23000,5,19.05,597.27,4,305498.0,7.0,2,70000.0,2,0
28488,10000,3,18.06,361.83,4,215278.0,10.0,0,75000.0,1,0
28489,30000,3,15.31,1044.52,3,219992.0,10.0,1,78000.0,2,0
28490,12000,3,7.88,375.38,1,225431.0,10.0,0,72000.0,2,0
28491,18800,3,18.25,682.03,4,256731.0,7.0,0,53000.0,2,0
28492,35000,3,18.99,1282.79,4,1915.0,4.0,1,90000.0,2,0
28493,12000,5,15.61,289.34,3,1525.0,7.0,1,37960.0,1,0
28494,25000,5,23.13,706.64,6,157514.0,10.0,1,85000.0,0,0
28495,15000,3,10.99,491.01,2,38.0,2.0,0,47000.0,0,0
28496,10000,3,15.59,349.55,4,14.0,5.0,0,69000.0,2,1
28497,27500,5,16.29,673.0,4,199274.0,3.0,0,72000.0,2,1
28498,5000,3,12.99,168.45,3,153.0,10.0,2,40000.0,1,0
28499,8000,3,15.59,279.64,4,54.0,0.0,0,48000.0,2,0
28500,10000,3,20.0,371.64,4,87.0,10.0,0,75000.0,1,1
28501,15000,3,13.67,510.27,2,307159.0,4.0,1,62000.0,0,0
28502,35000,5,12.74,791.71,3,48.0,10.0,0,125000.0,2,0
28503,6400,3,12.49,214.08,2,1373.0,10.0,1,57000.0,1,0
28504,2000,3,14.08,68.44,3,808.0,2.0,1,7200.0,1,1
28505,4000,3,16.99,142.6,4,1440.0,2.0,0,60000.0,1,1
28506,20000,3,9.16,637.49,2,3551.0,2.0,1,55000.0,0,1
28507,15000,5,14.3,351.37,3,14169.0,10.0,0,72000.0,1,0
28508,12000,5,30.79,394.09,7,249985.0,10.0,1,79653.0,1,0
28509,12000,5,14.99,285.42,3,7375.0,10.0,1,56000.0,1,1
28510,34750,3,19.99,1291.26,5,184.0,6.0,1,105000.0,2,0
28511,11000,3,9.17,350.67,2,10380.0,2.0,0,67000.0,1,1
28512,15000,3,11.67,495.86,2,13.0,6.0,1,108000.0,0,0
28513,14000,5,17.57,352.25,4,36441.0,10.0,0,208000.0,2,0
28514,12000,5,11.49,263.86,2,236.0,10.0,0,125000.0,0,0
28515,10000,3,7.99,313.32,1,67035.0,8.0,1,107000.0,0,0
28516,8000,3,17.86,288.66,4,107260.0,8.0,0,38000.0,1,1
28517,16000,3,18.99,586.42,4,187697.0,7.0,2,100000.0,1,0
28518,1200,3,10.72,39.13,2,54.0,0.0,1,24414.0,2,0
28519,15000,5,18.49,384.92,4,363.0,7.0,1,64000.0,2,1
28520,27000,5,15.61,651.01,4,125.0,3.0,1,130000.0,1,0
28521,23000,5,12.69,519.68,3,22235.0,2.0,1,71000.0,2,1
28522,10000,3,13.99,341.73,3,11.0,6.0,0,280000.0,2,0
28523,12500,3,5.32,376.44,1,135076.0,0.0,0,48000.0,0,0
28524,10000,3,10.99,327.36,2,242438.0,1.0,0,96000.0,0,0
28525,7000,3,16.99,249.54,4,58563.0,8.0,0,60012.0,0,0
28526,15000,5,14.98,356.7,3,4405.0,8.0,2,63000.0,2,0
28527,10000,3,12.29,333.53,3,76632.0,10.0,0,42000.0,1,0
28528,20000,3,9.99,645.25,2,28669.0,10.0,1,95000.0,2,0
28529,13000,3,9.16,414.37,2,420.0,10.0,1,100000.0,1,0
28530,7000,3,11.99,232.47,3,36168.0,0.0,0,30000.0,2,0
28531,10000,3,12.59,334.97,3,291.0,8.0,0,56500.0,2,0
28532,6200,3,12.79,208.28,3,144.0,6.0,0,124000.0,1,0
28533,8000,3,17.09,285.59,4,10180.0,3.0,2,48000.0,1,1
28534,25150,5,12.29,563.15,3,40435.0,1.0,0,150000.0,1,1
28535,25000,3,15.99,878.81,3,374268.0,10.0,0,94262.0,2,1
28536,6000,3,14.99,207.97,3,181167.0,10.0,0,60000.0,0,1
28537,14000,5,9.99,297.39,2,385.0,0.0,2,32500.0,1,0
28538,14850,5,20.99,401.66,5,1681.0,3.0,0,35000.0,1,1
28539,30000,3,14.49,1032.49,3,4209.0,10.0,1,90000.0,2,1
28540,10800,3,7.99,338.39,1,38.0,10.0,2,65000.0,0,0
28541,8000,3,14.49,275.33,3,184.0,8.0,1,35000.0,1,0
28542,28625,5,21.97,790.11,5,345251.0,7.0,1,58135.0,2,1
28543,20000,3,9.67,642.25,2,32.0,0.0,1,90500.0,2,0
28544,15000,5,9.75,316.87,2,13629.0,10.0,0,56000.0,0,0
28545,11575,3,14.33,397.47,3,6241.0,10.0,1,54000.0,2,1
28546,20000,5,30.75,656.32,6,3447.0,1.0,1,71000.0,1,1
28547,35000,5,20.99,946.68,5,32.0,8.0,2,100000.0,1,1
28548,11075,3,13.33,374.93,3,42714.0,4.0,0,38000.0,2,0
28549,25000,5,14.07,582.62,3,118.0,10.0,0,50000.0,2,0
28550,24000,3,6.24,732.74,1,7716.0,10.0,0,85000.0,1,0
28551,9600,3,9.75,308.64,2,638.0,6.0,2,47000.0,0,0
28552,18000,3,10.71,339.06,2,221381.0,6.0,1,52610.0,0,1
28553,3600,3,12.59,120.59,3,695.0,10.0,1,60830.0,2,0
28554,10000,5,13.98,232.58,3,16298.0,10.0,0,40250.0,1,1
28555,10000,5,16.99,248.48,4,91371.0,0.0,1,36000.0,1,0
28556,15000,3,6.72,461.24,1,720.0,10.0,2,58000.0,0,0
28557,30000,3,14.46,1032.05,3,19390.0,3.0,0,103000.0,2,1
28558,25000,3,9.17,796.98,2,1277.0,10.0,1,80676.0,2,0
28559,5000,3,15.02,173.38,3,3806.0,6.0,2,65000.0,0,0
28560,3000,3,23.99,117.69,5,1423.0,4.0,1,23000.0,2,0
28561,35000,3,9.67,1123.94,2,256097.0,10.0,0,83000.0,1,0
28562,9000,3,13.11,303.73,2,228253.0,10.0,0,74000.0,2,0
28563,15000,3,10.49,487.47,2,877.0,2.0,0,62000.0,1,0
28564,14700,5,17.57,369.86,4,16122.0,10.0,1,37000.0,1,0
28565,35000,5,18.99,907.73,5,7941.0,2.0,0,100000.0,1,0
28566,16000,3,11.99,531.36,3,8464.0,3.0,1,112000.0,0,0
28567,8000,3,13.59,271.84,3,28830.0,10.0,1,78000.0,1,0
28568,30000,5,12.99,682.44,3,62.0,3.0,1,82000.0,1,0
28569,17900,5,15.04,426.22,3,111548.0,7.0,0,98600.0,1,0
28570,3000,3,8.0,94.01,1,244685.0,9.0,0,30000.0,1,0
28571,10000,3,7.69,311.94,1,286.0,8.0,1,60000.0,0,0
28572,28175,3,14.49,969.68,3,1187.0,10.0,0,64200.0,2,0
28573,10800,5,16.89,267.77,4,226036.0,4.0,1,77280.0,0,0
28574,8000,3,17.14,285.78,4,54.0,0.0,2,20000.0,2,0
28575,10000,3,18.25,362.78,4,54.0,0.0,2,50000.0,2,0
28576,6000,3,16.02,211.01,3,314.0,0.0,2,36000.0,1,0
28577,8000,3,7.39,248.45,1,3810.0,5.0,0,48000.0,0,0
28578,4000,3,12.53,133.87,2,244502.0,4.0,1,55000.0,1,0
28579,19275,5,22.74,540.5,5,26333.0,10.0,0,180000.0,1,0
